application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings,employment_duration,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,outcome,default_flag,credit_amount_band,duration_band,age_band,automl_review_score,review_priority
APP-0525,0 to 200 DM,18,Existing paid duly,Radio or television,1113,< 100 DM,1 to 4 years,4,Female divorced or married,Guarantor,4,Real estate,26,None,Own,1,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,59,Medium review
APP-0526,0 to 200 DM,26,Existing paid duly,Used car,7966,< 100 DM,< 1 year,2,Male single,None,3,Car or other property,30,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,76,High review
APP-0527,No checking account,15,Critical or other credit,Education,1532,100 to 500 DM,1 to 4 years,4,Female divorced or married,None,3,Car or other property,31,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,41,Medium review
APP-0528,No checking account,4,Critical or other credit,Radio or television,1503,< 100 DM,4 to 7 years,2,Male single,None,1,Real estate,42,None,Own,2,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,35,Medium review
APP-0529,< 0 DM,36,Existing paid duly,Radio or television,2302,< 100 DM,1 to 4 years,4,Male divorced,None,4,Car or other property,31,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,25 to 34,78,High review
APP-0530,< 0 DM,6,Existing paid duly,New car,662,< 100 DM,< 1 year,3,Male single,None,4,Real estate,41,None,Own,1,Unskilled resident,2,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,64,High review
APP-0531,0 to 200 DM,36,Existing paid duly,Education,2273,< 100 DM,4 to 7 years,3,Male single,None,1,Car or other property,32,None,Own,2,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,25 to 34,65,High review
APP-0532,0 to 200 DM,15,Existing paid duly,New car,2631,100 to 500 DM,1 to 4 years,2,Female divorced or married,None,4,Car or other property,28,None,Rent,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,57,Medium review
APP-0533,No checking account,12,Past delay,Used car,1503,< 100 DM,1 to 4 years,4,Male married or widowed,None,4,Real estate,41,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,54,Medium review
APP-0534,No checking account,24,Existing paid duly,Radio or television,1311,100 to 500 DM,4 to 7 years,4,Male married or widowed,None,3,Building society savings or life insurance,26,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,36,Medium review
APP-0535,No checking account,24,Existing paid duly,Radio or television,3105,Unknown or none,< 1 year,4,Male single,None,2,Car or other property,25,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,45,Medium review
APP-0536,>= 200 DM,21,Critical or other credit,Education,2319,< 100 DM,< 1 year,2,Male divorced,None,1,Car or other property,33,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,55,Medium review
APP-0537,< 0 DM,6,Existing paid duly,New car,1374,Unknown or none,Unemployed,4,Female divorced or married,None,3,Building society savings or life insurance,75,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,60,High review
APP-0538,0 to 200 DM,18,Critical or other credit,Furniture or equipment,3612,< 100 DM,>= 7 years,3,Female divorced or married,None,4,Building society savings or life insurance,37,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,52,Medium review
APP-0539,< 0 DM,48,Existing paid duly,New car,7763,< 100 DM,>= 7 years,4,Male single,None,4,Unknown or no property,42,Bank,For free,1,Management or highly qualified,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,35 to 49,78,High review
APP-0540,>= 200 DM,18,Existing paid duly,Furniture or equipment,3049,< 100 DM,< 1 year,1,Female divorced or married,None,1,Building society savings or life insurance,45,Stores,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,53,Medium review
APP-0541,0 to 200 DM,12,Existing paid duly,Radio or television,1534,< 100 DM,< 1 year,1,Male married or widowed,None,1,Real estate,23,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,< 25,66,High review
APP-0542,No checking account,24,Past delay,New car,2032,< 100 DM,>= 7 years,4,Male single,None,4,Unknown or no property,60,None,For free,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,50+,54,Medium review
APP-0543,< 0 DM,30,Existing paid duly,Furniture or equipment,6350,Unknown or none,>= 7 years,4,Male single,None,4,Building society savings or life insurance,31,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,25 to 34,69,High review
APP-0544,>= 200 DM,18,Existing paid duly,Furniture or equipment,2864,< 100 DM,1 to 4 years,2,Male single,None,1,Real estate,34,None,Own,1,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,53,Medium review
APP-0545,No checking account,12,Critical or other credit,New car,1255,< 100 DM,>= 7 years,4,Male single,None,4,Real estate,61,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,29,Low review
APP-0546,< 0 DM,24,Past delay,New car,1333,< 100 DM,Unemployed,4,Male single,None,2,Real estate,43,None,For free,2,Skilled employee,2,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,35 to 49,87,High review
APP-0547,No checking account,24,Critical or other credit,New car,2022,< 100 DM,1 to 4 years,4,Female divorced or married,None,4,Car or other property,37,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,43,Medium review
APP-0548,No checking account,24,Existing paid duly,Radio or television,1552,< 100 DM,4 to 7 years,3,Male single,None,1,Car or other property,32,Bank,Own,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,46,Medium review
APP-0549,< 0 DM,12,All paid at this bank,Radio or television,626,< 100 DM,1 to 4 years,4,Female divorced or married,None,4,Real estate,24,Bank,Own,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,74,High review
APP-0550,No checking account,48,Critical or other credit,Used car,8858,Unknown or none,4 to 7 years,2,Male single,None,1,Unknown or no property,35,None,For free,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,35 to 49,50,Medium review
APP-0551,No checking account,12,Critical or other credit,Repairs,996,Unknown or none,4 to 7 years,4,Female divorced or married,None,4,Real estate,23,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,31,Low review
APP-0552,No checking account,6,All paid at this bank,Radio or television,1750,500 to 1000 DM,>= 7 years,2,Male single,None,4,Building society savings or life insurance,45,Bank,Own,1,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,31,Low review
APP-0553,< 0 DM,48,Existing paid duly,Radio or television,6999,< 100 DM,4 to 7 years,1,Male married or widowed,Guarantor,1,Real estate,34,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,25 to 34,84,High review
APP-0554,0 to 200 DM,12,Critical or other credit,New car,1995,100 to 500 DM,< 1 year,4,Male single,None,1,Car or other property,27,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,54,Medium review
APP-0555,0 to 200 DM,9,Existing paid duly,Education,1199,< 100 DM,4 to 7 years,4,Female divorced or married,None,4,Building society savings or life insurance,67,None,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,47,Medium review
APP-0556,0 to 200 DM,12,Existing paid duly,Radio or television,1331,< 100 DM,< 1 year,2,Male single,None,1,Car or other property,22,Stores,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,62,High review
APP-0557,0 to 200 DM,18,No prior credit,New car,2278,100 to 500 DM,< 1 year,3,Female divorced or married,None,3,Car or other property,28,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,73,High review
APP-0558,No checking account,21,No prior credit,New car,5003,Unknown or none,1 to 4 years,1,Female divorced or married,None,4,Building society savings or life insurance,29,Bank,Own,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,25 to 34,57,Medium review
APP-0559,< 0 DM,24,All paid at this bank,Furniture or equipment,3552,< 100 DM,4 to 7 years,3,Male single,None,4,Car or other property,27,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,76,High review
APP-0560,0 to 200 DM,18,Critical or other credit,Furniture or equipment,1928,< 100 DM,< 1 year,2,Male single,None,2,Real estate,31,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,65,High review
APP-0561,< 0 DM,24,Existing paid duly,Used car,2964,Unknown or none,>= 7 years,4,Male single,None,4,Unknown or no property,49,Bank,For free,1,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,56,Medium review
APP-0562,< 0 DM,24,All paid at this bank,Radio or television,1546,< 100 DM,4 to 7 years,4,Male single,Guarantor,4,Car or other property,24,Bank,Rent,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,< 25,80,High review
APP-0563,>= 200 DM,6,Past delay,Radio or television,683,< 100 DM,< 1 year,2,Female divorced or married,None,1,Building society savings or life insurance,29,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,62,High review
APP-0564,0 to 200 DM,36,Existing paid duly,New car,12389,Unknown or none,1 to 4 years,1,Male single,None,4,Unknown or no property,37,None,For free,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",25 to 36 months,35 to 49,64,High review
APP-0565,0 to 200 DM,24,Past delay,Business,4712,Unknown or none,1 to 4 years,4,Male single,None,2,Building society savings or life insurance,37,Bank,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,69,High review
APP-0566,0 to 200 DM,24,Past delay,Radio or television,1553,100 to 500 DM,4 to 7 years,3,Female divorced or married,None,2,Building society savings or life insurance,23,None,Rent,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,72,High review
APP-0567,< 0 DM,12,Existing paid duly,New car,1372,< 100 DM,4 to 7 years,2,Male divorced,None,3,Car or other property,36,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,35 to 49,57,Medium review
APP-0568,No checking account,24,Critical or other credit,Radio or television,2578,>= 1000 DM,>= 7 years,2,Male single,None,2,Car or other property,34,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,29,Low review
APP-0569,0 to 200 DM,48,Existing paid duly,Radio or television,3979,Unknown or none,4 to 7 years,4,Male single,None,1,Car or other property,41,None,Own,2,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",More than 36 months,35 to 49,58,Medium review
APP-0570,< 0 DM,48,Existing paid duly,Radio or television,6758,< 100 DM,1 to 4 years,3,Female divorced or married,None,2,Car or other property,31,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,25 to 34,87,High review
APP-0571,< 0 DM,24,Existing paid duly,Furniture or equipment,3234,< 100 DM,< 1 year,4,Female divorced or married,None,4,Real estate,23,None,Rent,1,Unskilled resident,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,< 25,81,High review
APP-0572,No checking account,30,Critical or other credit,Radio or television,5954,< 100 DM,4 to 7 years,3,Male single,Co-applicant,2,Car or other property,38,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,35 to 49,49,Medium review
APP-0573,No checking account,24,Existing paid duly,Used car,5433,Unknown or none,Unemployed,2,Female divorced or married,None,4,Building society savings or life insurance,26,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,53,Medium review
APP-0574,< 0 DM,15,Existing paid duly,Business,806,< 100 DM,1 to 4 years,4,Female divorced or married,None,4,Building society savings or life insurance,22,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,< 25,73,High review
APP-0575,0 to 200 DM,9,Existing paid duly,Radio or television,1082,< 100 DM,>= 7 years,4,Male single,None,4,Car or other property,27,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,49,Medium review
APP-0576,No checking account,15,Critical or other credit,Furniture or equipment,2788,< 100 DM,4 to 7 years,2,Female divorced or married,Co-applicant,3,Car or other property,24,Bank,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,48,Medium review
APP-0577,0 to 200 DM,12,Existing paid duly,Radio or television,2930,< 100 DM,4 to 7 years,2,Female divorced or married,None,1,Real estate,27,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,55,Medium review
APP-0578,No checking account,24,Critical or other credit,Education,1927,Unknown or none,1 to 4 years,3,Female divorced or married,None,2,Car or other property,33,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,39,Medium review
APP-0579,0 to 200 DM,36,Critical or other credit,New car,2820,< 100 DM,< 1 year,4,Male divorced,None,4,Car or other property,27,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,25 to 34,70,High review
APP-0580,No checking account,24,Existing paid duly,Retraining,937,< 100 DM,< 1 year,4,Male married or widowed,None,3,Car or other property,27,None,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,49,Medium review
APP-0581,0 to 200 DM,18,Critical or other credit,New car,1056,< 100 DM,>= 7 years,3,Male single,Guarantor,3,Real estate,30,Bank,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,25 to 34,52,Medium review
APP-0582,0 to 200 DM,12,Critical or other credit,New car,3124,< 100 DM,< 1 year,1,Male single,None,3,Real estate,49,Bank,Own,2,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,56,Medium review
APP-0583,No checking account,9,Existing paid duly,Furniture or equipment,1388,< 100 DM,1 to 4 years,4,Female divorced or married,None,2,Real estate,26,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,40,Medium review
APP-0584,0 to 200 DM,36,Existing paid duly,Repairs,2384,< 100 DM,< 1 year,4,Male single,None,1,Unknown or no property,33,None,Rent,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,25 to 34,72,High review
APP-0585,No checking account,12,Existing paid duly,New car,2133,Unknown or none,>= 7 years,4,Female divorced or married,None,4,Unknown or no property,52,None,For free,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,50+,27,Low review
APP-0586,< 0 DM,18,Existing paid duly,Furniture or equipment,2039,< 100 DM,1 to 4 years,1,Female divorced or married,None,4,Real estate,20,Bank,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,< 25,77,High review
APP-0587,< 0 DM,9,Critical or other credit,New car,2799,< 100 DM,1 to 4 years,2,Male single,None,2,Real estate,36,None,Rent,2,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,62,High review
APP-0588,< 0 DM,12,Existing paid duly,Furniture or equipment,1289,< 100 DM,1 to 4 years,4,Male single,Guarantor,1,Building society savings or life insurance,21,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,68,High review
APP-0589,< 0 DM,18,Existing paid duly,Domestic appliances,1217,< 100 DM,1 to 4 years,4,Male married or widowed,None,3,Real estate,47,None,Own,1,Unskilled resident,1,Phone registered,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,35 to 49,65,High review
APP-0590,< 0 DM,12,Critical or other credit,Furniture or equipment,2246,< 100 DM,>= 7 years,3,Male single,None,3,Building society savings or life insurance,60,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,50+,57,Medium review
APP-0591,< 0 DM,12,Critical or other credit,Radio or television,385,< 100 DM,4 to 7 years,4,Female divorced or married,None,3,Real estate,58,None,Own,4,Unskilled resident,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,55,Medium review
APP-0592,0 to 200 DM,24,Past delay,New car,1965,Unknown or none,1 to 4 years,4,Female divorced or married,None,4,Car or other property,42,None,Rent,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,65,High review
APP-0593,No checking account,21,Existing paid duly,Business,1572,>= 1000 DM,>= 7 years,4,Female divorced or married,None,4,Real estate,36,Bank,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,27,Low review
APP-0594,0 to 200 DM,24,Existing paid duly,New car,2718,< 100 DM,1 to 4 years,3,Female divorced or married,None,4,Building society savings or life insurance,20,None,Rent,1,Unskilled resident,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,< 25,67,High review
APP-0595,< 0 DM,24,All paid at this bank,Other,1358,Unknown or none,>= 7 years,4,Male single,None,3,Car or other property,40,Stores,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,35 to 49,58,Medium review
APP-0596,0 to 200 DM,6,All paid at this bank,New car,931,100 to 500 DM,< 1 year,1,Female divorced or married,None,1,Building society savings or life insurance,32,Stores,Own,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,58,Medium review
APP-0597,< 0 DM,24,Existing paid duly,New car,1442,< 100 DM,4 to 7 years,4,Female divorced or married,None,4,Car or other property,23,None,Rent,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",13 to 24 months,< 25,70,High review
APP-0598,0 to 200 DM,24,No prior credit,Business,4241,< 100 DM,1 to 4 years,1,Male single,None,4,Real estate,36,None,Own,3,Unskilled resident,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,35 to 49,75,High review
APP-0599,No checking account,18,Critical or other credit,New car,2775,< 100 DM,4 to 7 years,2,Male single,None,2,Building society savings or life insurance,31,Bank,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,44,Medium review
APP-0600,No checking account,24,Past delay,Business,3863,< 100 DM,1 to 4 years,1,Male single,None,2,Unknown or no property,32,None,For free,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,63,High review
APP-0601,0 to 200 DM,7,Existing paid duly,Radio or television,2329,< 100 DM,< 1 year,1,Female divorced or married,Guarantor,1,Real estate,45,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,58,Medium review
APP-0602,0 to 200 DM,9,Existing paid duly,Furniture or equipment,918,< 100 DM,1 to 4 years,4,Female divorced or married,None,1,Building society savings or life insurance,30,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,54,Medium review
APP-0603,0 to 200 DM,24,All paid at this bank,Education,1837,< 100 DM,4 to 7 years,4,Female divorced or married,None,4,Unknown or no property,34,Bank,For free,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,66,High review
APP-0604,No checking account,36,Existing paid duly,Furniture or equipment,3349,< 100 DM,1 to 4 years,4,Female divorced or married,None,2,Car or other property,28,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,25 to 34,54,Medium review
APP-0605,>= 200 DM,10,Existing paid duly,Furniture or equipment,1275,< 100 DM,< 1 year,4,Female divorced or married,None,2,Building society savings or life insurance,23,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,52,Medium review
APP-0606,< 0 DM,24,All paid at this bank,Furniture or equipment,2828,500 to 1000 DM,1 to 4 years,4,Male single,None,4,Real estate,22,Stores,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,73,High review
APP-0607,No checking account,24,Critical or other credit,Business,4526,< 100 DM,1 to 4 years,3,Male single,None,2,Real estate,74,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,50+,47,Medium review
APP-0608,0 to 200 DM,36,Existing paid duly,Radio or television,2671,100 to 500 DM,1 to 4 years,4,Female divorced or married,Co-applicant,4,Unknown or no property,50,None,For free,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,50+,58,Medium review
APP-0609,No checking account,18,Existing paid duly,Radio or television,2051,< 100 DM,< 1 year,4,Male single,None,1,Real estate,33,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,53,Medium review
APP-0610,No checking account,15,Existing paid duly,Used car,1300,Unknown or none,>= 7 years,4,Male single,None,4,Unknown or no property,45,Bank,For free,1,Skilled employee,2,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,35 to 49,28,Low review
APP-0611,< 0 DM,12,Existing paid duly,Domestic appliances,741,100 to 500 DM,Unemployed,4,Female divorced or married,None,3,Building society savings or life insurance,22,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,70,High review
APP-0612,>= 200 DM,10,Existing paid duly,New car,1240,100 to 500 DM,>= 7 years,1,Female divorced or married,None,4,Unknown or no property,48,None,For free,1,Unskilled resident,2,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,35 to 49,29,Low review
APP-0613,< 0 DM,21,Existing paid duly,Radio or television,3357,>= 1000 DM,< 1 year,4,Female divorced or married,None,2,Car or other property,29,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,64,High review
APP-0614,< 0 DM,24,All paid at this bank,Used car,3632,< 100 DM,1 to 4 years,1,Female divorced or married,Guarantor,4,Car or other property,22,Bank,Rent,1,Skilled employee,1,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,83,High review
APP-0615,No checking account,18,Past delay,Furniture or equipment,1808,< 100 DM,4 to 7 years,4,Female divorced or married,None,1,Real estate,22,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,< 25,64,High review
APP-0616,0 to 200 DM,48,No prior credit,Business,12204,Unknown or none,1 to 4 years,2,Male single,None,2,Car or other property,48,Bank,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,35 to 49,81,High review
APP-0617,0 to 200 DM,60,Past delay,Radio or television,9157,Unknown or none,1 to 4 years,2,Male single,None,2,Unknown or no property,27,None,For free,1,Management or highly qualified,1,No phone,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,25 to 34,87,High review
APP-0618,< 0 DM,6,Critical or other credit,New car,3676,< 100 DM,1 to 4 years,1,Male single,None,3,Real estate,37,None,Rent,3,Skilled employee,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,62,High review
APP-0619,0 to 200 DM,30,Existing paid duly,Furniture or equipment,3441,100 to 500 DM,1 to 4 years,2,Female divorced or married,Co-applicant,4,Car or other property,21,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",25 to 36 months,< 25,66,High review
APP-0620,No checking account,12,Existing paid duly,New car,640,< 100 DM,1 to 4 years,4,Male divorced,None,2,Real estate,49,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,36,Medium review
APP-0621,0 to 200 DM,21,Critical or other credit,Business,3652,< 100 DM,4 to 7 years,2,Male single,None,3,Building society savings or life insurance,27,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,58,Medium review
APP-0622,No checking account,18,Critical or other credit,New car,1530,< 100 DM,1 to 4 years,3,Male single,None,2,Building society savings or life insurance,32,Bank,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,47,Medium review
APP-0623,No checking account,48,Existing paid duly,Business,3914,Unknown or none,1 to 4 years,4,Male divorced,None,2,Real estate,38,Bank,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",More than 36 months,35 to 49,47,Medium review
APP-0624,< 0 DM,12,Existing paid duly,Furniture or equipment,1858,< 100 DM,< 1 year,4,Female divorced or married,None,1,Car or other property,22,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,< 25,76,High review
APP-0625,< 0 DM,18,Existing paid duly,Radio or television,2600,< 100 DM,1 to 4 years,4,Male single,None,4,Unknown or no property,65,None,For free,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,50+,69,High review
APP-0626,No checking account,15,Existing paid duly,Radio or television,1979,Unknown or none,>= 7 years,4,Male single,None,2,Car or other property,35,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,32,Low review
